cell_id,year,month,Z_CH4,Z_CO,Z_NO2,Z_O3,S_multigas,S_multigas_mcd,S_norm,flag_hot
1528000424,2023,5,0.2603919612548155,-0.5063403492099611,0.0018086856895191117,-1.8679970802562476,2.0775746533084494,2.0775746533084494,,0
1528000424,2023,6,0.967819296902382,-0.122729803387159,0.24905010590134946,0.8347917308229106,0.9223187516175919,0.9223187516175919,,0
1528000424,2023,7,,-0.6774505178133121,-0.862497390882418,-0.694732200910671,1.246584660623988,1.246584660623988,,0
1528000424,2024,5,0.6748535495834882,2.242403854871877,0.3113483371334466,-0.2897558614959025,1.8482806358449246,1.8482806358449246,,0
1528000424,2024,6,,0.5058805404436365,1.2777646909946434,0.29246524816365355,1.3767789897030347,1.3767789897030347,,0
1528000424,2024,7,,2.1599342417470595,-0.36370272780521395,-0.4771024805729398,1.987103753712384,1.987103753712384,,0
1528000425,2023,5,-0.43927383595032043,0.6736988109324465,-0.20673246583934096,-0.11761270583117527,0.5916656232824178,0.5916656232824178,,0
1528000425,2023,6,2.521441248745606,-0.28255536433193285,-0.1748582653853538,0.08466405347675617,0.3574072350513706,0.3574072350513706,,0
1528000425,2023,7,,-0.06720295274491951,-0.341258442296329,0.3244301983498741,0.4430121314792421,0.4430121314792421,,0
1528000425,2024,5,1.2977043017412735,1.6435215231142093,-0.10111712156265767,3.8644547977451214,4.07430960382142,4.07430960382142,,0
1528000425,2024,6,,-0.2223131896044244,-0.3166414491387386,1.3264179919482608,1.4180365619301443,1.4180365619301443,,0
1528000425,2024,7,,1.9073940642499954,-0.8814147315178588,-0.25559511645893984,1.9771368862300756,1.9771368862300756,,0
1528000426,2023,5,0.8107993765017709,-1.811996229584105,-1.352969786791884,-0.11761270583117527,1.935464487985109,1.935464487985109,,0
1528000426,2023,6,-1.9317197405843365,0.8925600550995311,-0.21053990505351716,0.08466405347675617,0.7087705639615285,0.7087705639615285,,0
1528000426,2023,7,,-0.026744830342808484,-0.5205446218809332,0.3244301983498741,0.5842646459019841,0.5842646459019841,,0
1528000426,2024,5,1.0271951476413665,3.134105804808502,-0.5770274999860565,3.8644547977451214,4.587719323387943,4.587719323387943,,0
1528000426,2024,6,,-0.22310135744992515,-0.5072266031914646,1.3264179919482608,1.4672507580030179,1.4672507580030179,,0
1528000426,2024,7,,2.1787469195635847,0.30753225825145736,-0.25559511645893984,1.7844248587728972,1.7844248587728972,,0
1528000427,2023,5,-0.05575928307962677,-0.8396047093087263,-1.8315292178427716,-0.11761270583117527,1.9335370152986253,1.9335370152986253,,0
1528000427,2023,6,-2.7778399821422464,0.8490935210843419,-1.0622726602993693,0.08466405347675617,1.3599927239633256,1.3599927239633256,,0
1528000427,2023,7,,-0.3840568111861763,,0.3244301983498741,,,,0
1528000427,2024,5,0.4532175014768201,-0.08462384765894601,-0.968205828261177,3.8644547977451214,4.169108097095383,4.169108097095383,,0
1528000427,2024,6,,0.5574432483455833,-0.5239003130776817,1.3264179919482608,1.4569549760539586,1.4569549760539586,,0
1528000427,2024,7,,3.4326931683724893,-0.13113537361712602,-0.25559511645893984,2.8936642289455645,2.8936642289455645,,0
1529000422,2023,5,-0.06442679670479193,0.6562327388731123,3.7013704992035157,-0.9212441075887234,4.0688713944739625,4.0688713944739625,,0
1529000422,2023,6,0.7595038132187639,0.14486427855022063,2.026781853936142,0.9734745548580778,2.3856684533357684,2.3856684533357684,,0
1529000422,2023,7,,-0.5691957214517344,1.2932348867954708,-0.9758366031807265,1.9422936030950961,1.9422936030950961,,0
1529000422,2024,5,0.7078420691991726,0.5318651212244194,4.6755383738264005,1.6965832265624416,5.232316059800779,5.232316059800779,,0
1529000422,2024,6,,2.3609671278313975,3.5429633372772873,0.3947053706250323,3.89079210650617,3.89079210650617,,0
1529000422,2024,7,,-0.9418016726374598,1.7620555488912693,-0.7294602395746784,2.391554417283688,2.391554417283688,,0
1529000423,2023,5,-0.2996908579170203,1.6544065702490165,2.3238130424034646,-1.8679970802562476,3.412705921888685,3.412705921888685,,0
1529000423,2023,6,0.18822664137517947,0.9447701454814894,1.1305720206190033,0.8347917308229106,1.4711501108273055,1.4711501108273055,,0
1529000423,2023,7,,-0.8194239230678096,0.8372348918670933,-0.694732200910671,1.5224097478127245,1.5224097478127245,,0
1529000423,2024,5,0.05710180187946308,-0.13498932742344005,2.4111492510038324,-0.2897558614959025,2.680495830352284,2.680495830352284,,0
1529000423,2024,6,,0.1393224390505117,2.9914743927906704,0.29246524816365355,3.2257572233844463,3.2257572233844463,,0
1529000423,2024,7,,-0.47419491343183495,2.2555666770299725,-0.4771024805729398,2.640552956048639,2.640552956048639,,0
1529000424,2023,5,-0.26510746764835463,-1.4037528066117602,1.3175733792860034,-1.8679970802562476,2.8509660469576805,2.8509660469576805,,0
1529000424,2023,6,0.5262632502450955,0.7516806097561866,1.3280624786287902,0.8347917308229106,1.612412987827425,1.612412987827425,,0
1529000424,2023,7,,-0.6311441332289552,0.48388131555653374,-0.694732200910671,1.186219928670534,1.186219928670534,,0
1529000424,2024,5,0.05850855309226342,-2.081123985202858,1.6669574989527773,-0.2897558614959025,2.8523124963116384,2.8523124963116384,,0
1529000424,2024,6,,-0.2742074862607766,1.4556922803194572,0.29246524816365355,1.7069166305274563,1.7069166305274563,,0
1529000424,2024,7,,0.5538661423599214,0.8485101213479761,-0.4771024805729398,1.1288839842405565,1.1288839842405565,,0
1529000425,2023,5,-0.08614196771952246,1.3380249409129714,0.7695742314440992,-0.11761270583117527,1.2336573251147467,1.2336573251147467,,0
1529000425,2023,6,0.25283670814481884,0.6330387226415033,0.6098401878576153,0.08466405347675617,0.7261204439484084,0.7261204439484084,,0
1529000425,2023,7,,-1.2563213809126303,-0.32315654630855944,0.3244301983498741,1.221028473197984,1.221028473197984,,0
1529000425,2024,5,1.0501487573721482,-0.5225450343347413,0.9181850989499505,3.8644547977451214,4.283507544245868,4.283507544245868,,0
1529000425,2024,6,,0.675282708020744,0.7512715166310904,1.3264179919482608,1.533999335984471,1.533999335984471,,0
1529000425,2024,7,,2.157941311145772,0.42764747273008574,-0.25559511645893984,1.7731578396615901,1.7731578396615901,,0
1529000426,2023,5,-1.2197097429368056,-0.9678379438149856,-0.1944642736937201,-0.11761270583117527,0.9138244625200824,0.9138244625200824,,0
1529000426,2023,6,,0.08750255594604746,0.32880821640545316,0.08466405347675617,0.3910380408573326,0.3910380408573326,,0
1529000426,2023,7,,-0.13849369919792742,-1.4869033451190614,0.3244301983498741,1.5516397837496054,1.5516397837496054,,0
1529000426,2024,5,,0.9895387129844274,-0.0018086856895191117,3.8644547977451214,3.9999982729592616,3.9999982729592616,,0
1529000426,2024,6,,-0.42908656742894224,0.2976300565398664,1.3264179919482608,1.5288219041671045,1.5288219041671045,,0
1529000426,2024,7,,0.4595002859492812,,-0.25559511645893984,,,,0
1530000425,2023,5,-2.337452422340164,0.27567212728426466,1.8715927949880113,-3.279834935899506,4.114064157154509,4.114064157154509,,0
1530000425,2023,6,2.6922104784986467,0.5265044149459575,0.8239946376655704,-0.7685043726094782,1.3074977459135053,1.3074977459135053,,0
1530000425,2023,7,,-0.4197978059972898,-0.31696423852318045,0.1567018200180536,0.5235414748396096,0.5235414748396096,,0
1530000425,2024,5,-0.4638663408944525,0.6514495975630823,1.4819469993541339,-0.8051661474575403,1.8701542434639893,1.8701542434639893,,0
1530000425,2024,6,,0.37120999999959575,0.2055139464161807,0.8904221827902538,0.8844793906169874,0.8844793906169874,,0
1530000425,2024,7,,2.2850005181651176,0.936300937985718,-0.2585456884514088,1.9860973055070843,1.9860973055070843,,0
