cell_id,lon,lat,year,month,gas,value,units,qa_frac,collection_id,u10,v10,BLH,T2m_K,precip,wind_speed,wind_dir_deg,aoi_name,T2m_C,precip_mm,wind_dir_sin,wind_dir_cos
1526000426,72.78599589578512,19.20148954319525,2023,5,CH4,1886.00287995433,ppb,1.0,COPERNICUS/S5P/OFFL/L3_CH4,2.8496334552764893,-0.47459128499031067,607.4465942382812,302.76033210754395,0.09598916645595779,2.8888834724197126,170.54447848274768,AOI_GAUL,29.610332107543968,95.98916645595779,0.1642819066678359,-0.9864134301303792
1526000427,72.78599589578835,19.24640530752286,2023,5,CH4,1884.9862880304806,ppb,1.0,COPERNICUS/S5P/OFFL/L3_CH4,2.8496334552764893,-0.47459128499031067,607.4465942382812,302.76033210754395,0.09598916645595779,2.8888834724197126,170.54447848274768,AOI_GAUL,29.610332107543968,95.98916645595779,0.1642819066678359,-0.9864134301303792
1527000425,72.8309116599901,19.156573778862587,2023,5,CH4,1890.6645821228085,ppb,1.0,COPERNICUS/S5P/OFFL/L3_CH4,2.8496334552764893,-0.47459128499031067,607.4465942382812,302.76033210754395,0.09598916645595779,2.8888834724197126,170.54447848274768,AOI_GAUL,29.610332107543968,95.98916645595779,0.1642819066678359,-0.9864134301303792
1527000426,72.83091165999276,19.201489543194544,2023,5,CH4,1896.3732684001066,ppb,1.0,COPERNICUS/S5P/OFFL/L3_CH4,2.8496334552764893,-0.47459128499031067,607.4465942382812,302.76033210754395,0.09598916645595779,2.8888834724197126,170.54447848274768,AOI_GAUL,29.610332107543968,95.98916645595779,0.1642819066678359,-0.9864134301303792
1528000422,72.87582742419568,19.021826485826022,2023,5,CH4,1893.8124765593307,ppb,1.0,COPERNICUS/S5P/OFFL/L3_CH4,2.3004300594329834,-0.3316314220428467,616.1978759765625,302.66570267626037,0.0868259162406062,2.3242112336078664,171.7967210140532,AOI_GAUL,29.51570267626039,86.8259162406062,0.14268557747569913,-0.9897680667613127
1528000423,72.87582742419391,19.066742250185047,2023,5,CH4,1895.2441836184255,ppb,1.0,COPERNICUS/S5P/OFFL/L3_CH4,2.3004300594329834,-0.3316314220428467,616.1978759765625,302.8969169739754,0.08919061876336087,2.3242112336078664,171.7967210140532,AOI_GAUL,29.74691697397543,89.19061876336087,0.14268557747569913,-0.9897680667613127
1528000424,72.87582742419923,19.111658014518344,2023,5,CH4,1895.5236702059742,ppb,1.0,COPERNICUS/S5P/OFFL/L3_CH4,2.3004300594329834,-0.3316314220428467,616.1978759765625,302.8969169739754,0.08919061876336087,2.3242112336078664,171.7967210140532,AOI_GAUL,29.74691697397543,89.19061876336087,0.14268557747569913,-0.9897680667613127
1528000425,72.87582742419654,19.156573778861187,2023,5,CH4,1891.52444073469,ppb,1.0,COPERNICUS/S5P/OFFL/L3_CH4,1.9803982973098755,-0.07115840166807175,678.8175659179688,302.93301828445925,0.09495040557781209,1.9816762939783603,177.9421700830637,AOI_GAUL,29.783018284459274,94.95040557781209,0.03590818635934517,-0.9993550931237517
1528000426,72.87582742419228,19.201489543194505,2023,5,CH4,1898.5277099981593,ppb,1.0,COPERNICUS/S5P/OFFL/L3_CH4,1.9803982973098755,-0.07115840166807175,678.8175659179688,302.93301828445925,0.09495040557781209,1.9816762939783603,177.9421700830637,AOI_GAUL,29.783018284459274,94.95040557781209,0.03590818635934517,-0.9993550931237517
1528000427,72.87582742419573,19.24640530752221,2023,5,CH4,1893.672999437859,ppb,1.0,COPERNICUS/S5P/OFFL/L3_CH4,1.9803982973098755,-0.07115840166807175,678.8175659179688,302.93301828445925,0.09495040557781209,1.9816762939783603,177.9421700830637,AOI_GAUL,29.783018284459274,94.95040557781209,0.03590818635934517,-0.9993550931237517
1529000422,72.9207431884075,19.021826485824562,2023,5,CH4,1884.035898486229,ppb,1.0,COPERNICUS/S5P/OFFL/L3_CH4,2.3004300594329834,-0.3316314220428467,616.1978759765625,302.66570267626037,0.0868259162406062,2.3242112336078664,171.7967210140532,AOI_GAUL,29.51570267626039,86.8259162406062,0.14268557747569913,-0.9897680667613127
1529000423,72.92074318840542,19.066742250183097,2023,5,CH4,1892.3859253495675,ppb,1.0,COPERNICUS/S5P/OFFL/L3_CH4,2.3004300594329834,-0.3316314220428467,616.1978759765625,302.8969169739754,0.08919061876336087,2.3242112336078664,171.7967210140532,AOI_GAUL,29.74691697397543,89.19061876336087,0.14268557747569913,-0.9897680667613127
1529000424,72.92074318840197,19.111658014521947,2023,5,CH4,1892.5796714371427,ppb,1.0,COPERNICUS/S5P/OFFL/L3_CH4,2.3004300594329834,-0.3316314220428467,616.1978759765625,302.8969169739754,0.08919061876336087,2.3242112336078664,171.7967210140532,AOI_GAUL,29.74691697397543,89.19061876336087,0.14268557747569913,-0.9897680667613127
1529000425,72.92074318840268,19.15657377885583,2023,5,CH4,1893.502786910016,ppb,1.0,COPERNICUS/S5P/OFFL/L3_CH4,1.9803982973098755,-0.07115840166807175,678.8175659179688,302.93301828445925,0.09495040557781209,1.9816762939783603,177.9421700830637,AOI_GAUL,29.783018284459274,94.95040557781209,0.03590818635934517,-0.9993550931237517
1529000426,72.92074318840429,19.201489543197486,2023,5,CH4,1887.1522145762035,ppb,1.0,COPERNICUS/S5P/OFFL/L3_CH4,1.9803982973098755,-0.07115840166807175,678.8175659179688,302.93301828445925,0.09495040557781209,1.9816762939783603,177.9421700830637,AOI_GAUL,29.783018284459274,94.95040557781209,0.03590818635934517,-0.9993550931237517
1530000425,72.96565895260147,19.156573778855915,2023,5,CH4,1903.4496109874026,ppb,1.0,COPERNICUS/S5P/OFFL/L3_CH4,1.9803982973098755,-0.07115840166807175,678.8175659179688,303.5180894790157,0.08585323642441978,1.9816762939783603,177.9421700830637,AOI_GAUL,30.368089479015737,85.85323642441978,0.03590818635934517,-0.9993550931237517
1526000425,72.78599589578403,19.15657377885852,2023,5,O3_TCL,0.012332962825894356,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_O3_TCL,2.8496334552764893,-0.47459128499031067,607.4465942382812,302.76033210754395,0.09598916645595779,2.8888834724197126,170.54447848274768,AOI_GAUL,29.610332107543968,95.98916645595779,0.1642819066678359,-0.9864134301303792
1526000426,72.78599589578512,19.20148954319525,2023,5,O3_TCL,0.012332962825894356,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_O3_TCL,2.8496334552764893,-0.47459128499031067,607.4465942382812,302.76033210754395,0.09598916645595779,2.8888834724197126,170.54447848274768,AOI_GAUL,29.610332107543968,95.98916645595779,0.1642819066678359,-0.9864134301303792
1526000427,72.78599589578835,19.24640530752286,2023,5,O3_TCL,0.012332962825894356,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_O3_TCL,2.8496334552764893,-0.47459128499031067,607.4465942382812,302.76033210754395,0.09598916645595779,2.8888834724197126,170.54447848274768,AOI_GAUL,29.610332107543968,95.98916645595779,0.1642819066678359,-0.9864134301303792
1527000425,72.8309116599901,19.156573778862587,2023,5,O3_TCL,0.012332962825894356,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_O3_TCL,2.8496334552764893,-0.47459128499031067,607.4465942382812,302.76033210754395,0.09598916645595779,2.8888834724197126,170.54447848274768,AOI_GAUL,29.610332107543968,95.98916645595779,0.1642819066678359,-0.9864134301303792
1527000426,72.83091165999276,19.201489543194544,2023,5,O3_TCL,0.012332962825894356,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_O3_TCL,2.8496334552764893,-0.47459128499031067,607.4465942382812,302.76033210754395,0.09598916645595779,2.8888834724197126,170.54447848274768,AOI_GAUL,29.610332107543968,95.98916645595779,0.1642819066678359,-0.9864134301303792
1528000422,72.87582742419568,19.021826485826022,2023,5,O3_TCL,0.012332962825894356,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_O3_TCL,2.3004300594329834,-0.3316314220428467,616.1978759765625,302.66570267626037,0.0868259162406062,2.3242112336078664,171.7967210140532,AOI_GAUL,29.51570267626039,86.8259162406062,0.14268557747569913,-0.9897680667613127
1528000423,72.87582742419391,19.066742250185047,2023,5,O3_TCL,0.012332962825894356,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_O3_TCL,2.3004300594329834,-0.3316314220428467,616.1978759765625,302.8969169739754,0.08919061876336087,2.3242112336078664,171.7967210140532,AOI_GAUL,29.74691697397543,89.19061876336087,0.14268557747569913,-0.9897680667613127
1528000424,72.87582742419923,19.111658014518344,2023,5,O3_TCL,0.012332962825894356,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_O3_TCL,2.3004300594329834,-0.3316314220428467,616.1978759765625,302.8969169739754,0.08919061876336087,2.3242112336078664,171.7967210140532,AOI_GAUL,29.74691697397543,89.19061876336087,0.14268557747569913,-0.9897680667613127
1528000425,72.87582742419654,19.156573778861187,2023,5,O3_TCL,0.012332962825894356,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_O3_TCL,1.9803982973098755,-0.07115840166807175,678.8175659179688,302.93301828445925,0.09495040557781209,1.9816762939783603,177.9421700830637,AOI_GAUL,29.783018284459274,94.95040557781209,0.03590818635934517,-0.9993550931237517
1528000426,72.87582742419228,19.201489543194505,2023,5,O3_TCL,0.012332962825894356,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_O3_TCL,1.9803982973098755,-0.07115840166807175,678.8175659179688,302.93301828445925,0.09495040557781209,1.9816762939783603,177.9421700830637,AOI_GAUL,29.783018284459274,94.95040557781209,0.03590818635934517,-0.9993550931237517
1528000427,72.87582742419573,19.24640530752221,2023,5,O3_TCL,0.012332962825894356,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_O3_TCL,1.9803982973098755,-0.07115840166807175,678.8175659179688,302.93301828445925,0.09495040557781209,1.9816762939783603,177.9421700830637,AOI_GAUL,29.783018284459274,94.95040557781209,0.03590818635934517,-0.9993550931237517
1529000422,72.9207431884075,19.021826485824562,2023,5,O3_TCL,0.012332962825894356,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_O3_TCL,2.3004300594329834,-0.3316314220428467,616.1978759765625,302.66570267626037,0.0868259162406062,2.3242112336078664,171.7967210140532,AOI_GAUL,29.51570267626039,86.8259162406062,0.14268557747569913,-0.9897680667613127
1529000423,72.92074318840542,19.066742250183097,2023,5,O3_TCL,0.012332962825894356,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_O3_TCL,2.3004300594329834,-0.3316314220428467,616.1978759765625,302.8969169739754,0.08919061876336087,2.3242112336078664,171.7967210140532,AOI_GAUL,29.74691697397543,89.19061876336087,0.14268557747569913,-0.9897680667613127
1529000424,72.92074318840197,19.111658014521947,2023,5,O3_TCL,0.012332962825894356,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_O3_TCL,2.3004300594329834,-0.3316314220428467,616.1978759765625,302.8969169739754,0.08919061876336087,2.3242112336078664,171.7967210140532,AOI_GAUL,29.74691697397543,89.19061876336087,0.14268557747569913,-0.9897680667613127
1529000425,72.92074318840268,19.15657377885583,2023,5,O3_TCL,0.012332962825894356,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_O3_TCL,1.9803982973098755,-0.07115840166807175,678.8175659179688,302.93301828445925,0.09495040557781209,1.9816762939783603,177.9421700830637,AOI_GAUL,29.783018284459274,94.95040557781209,0.03590818635934517,-0.9993550931237517
1529000426,72.92074318840429,19.201489543197486,2023,5,O3_TCL,0.012332962825894356,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_O3_TCL,1.9803982973098755,-0.07115840166807175,678.8175659179688,302.93301828445925,0.09495040557781209,1.9816762939783603,177.9421700830637,AOI_GAUL,29.783018284459274,94.95040557781209,0.03590818635934517,-0.9993550931237517
1530000425,72.96565895260147,19.156573778855915,2023,5,O3_TCL,0.012332962825894356,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_O3_TCL,1.9803982973098755,-0.07115840166807175,678.8175659179688,303.5180894790157,0.08585323642441978,1.9816762939783603,177.9421700830637,AOI_GAUL,30.368089479015737,85.85323642441978,0.03590818635934517,-0.9993550931237517
1526000425,72.78599589578403,19.15657377885852,2023,5,CO,0.034015315688790126,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_CO,2.8496334552764893,-0.47459128499031067,607.4465942382812,302.76033210754395,0.09598916645595779,2.8888834724197126,170.54447848274768,AOI_GAUL,29.610332107543968,95.98916645595779,0.1642819066678359,-0.9864134301303792
1526000426,72.78599589578512,19.20148954319525,2023,5,CO,0.03366100081756798,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_CO,2.8496334552764893,-0.47459128499031067,607.4465942382812,302.76033210754395,0.09598916645595779,2.8888834724197126,170.54447848274768,AOI_GAUL,29.610332107543968,95.98916645595779,0.1642819066678359,-0.9864134301303792
1526000427,72.78599589578835,19.24640530752286,2023,5,CO,0.03374190284551164,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_CO,2.8496334552764893,-0.47459128499031067,607.4465942382812,302.76033210754395,0.09598916645595779,2.8888834724197126,170.54447848274768,AOI_GAUL,29.610332107543968,95.98916645595779,0.1642819066678359,-0.9864134301303792
1527000425,72.8309116599901,19.156573778862587,2023,5,CO,0.03416247344313026,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_CO,2.8496334552764893,-0.47459128499031067,607.4465942382812,302.76033210754395,0.09598916645595779,2.8888834724197126,170.54447848274768,AOI_GAUL,29.610332107543968,95.98916645595779,0.1642819066678359,-0.9864134301303792
1527000426,72.83091165999276,19.201489543194544,2023,5,CO,0.03381948607187195,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_CO,2.8496334552764893,-0.47459128499031067,607.4465942382812,302.76033210754395,0.09598916645595779,2.8888834724197126,170.54447848274768,AOI_GAUL,29.610332107543968,95.98916645595779,0.1642819066678359,-0.9864134301303792
1528000422,72.87582742419568,19.021826485826022,2023,5,CO,0.034567099109447184,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_CO,2.3004300594329834,-0.3316314220428467,616.1978759765625,302.66570267626037,0.0868259162406062,2.3242112336078664,171.7967210140532,AOI_GAUL,29.51570267626039,86.8259162406062,0.14268557747569913,-0.9897680667613127
1528000423,72.87582742419391,19.066742250185047,2023,5,CO,0.03438999623835586,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_CO,2.3004300594329834,-0.3316314220428467,616.1978759765625,302.8969169739754,0.08919061876336087,2.3242112336078664,171.7967210140532,AOI_GAUL,29.74691697397543,89.19061876336087,0.14268557747569913,-0.9897680667613127
1528000424,72.87582742419923,19.111658014518344,2023,5,CO,0.0345244469116229,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_CO,2.3004300594329834,-0.3316314220428467,616.1978759765625,302.8969169739754,0.08919061876336087,2.3242112336078664,171.7967210140532,AOI_GAUL,29.74691697397543,89.19061876336087,0.14268557747569913,-0.9897680667613127
1528000425,72.87582742419654,19.156573778861187,2023,5,CO,0.03498104951206847,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_CO,1.9803982973098755,-0.07115840166807175,678.8175659179688,302.93301828445925,0.09495040557781209,1.9816762939783603,177.9421700830637,AOI_GAUL,29.783018284459274,94.95040557781209,0.03590818635934517,-0.9993550931237517
1528000426,72.87582742419228,19.201489543194505,2023,5,CO,0.03347608063790643,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_CO,1.9803982973098755,-0.07115840166807175,678.8175659179688,302.93301828445925,0.09495040557781209,1.9816762939783603,177.9421700830637,AOI_GAUL,29.783018284459274,94.95040557781209,0.03590818635934517,-0.9993550931237517
1528000427,72.87582742419573,19.24640530752221,2023,5,CO,0.034064816966241154,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_CO,1.9803982973098755,-0.07115840166807175,678.8175659179688,302.93301828445925,0.09495040557781209,1.9816762939783603,177.9421700830637,AOI_GAUL,29.783018284459274,94.95040557781209,0.03590818635934517,-0.9993550931237517
1529000422,72.9207431884075,19.021826485824562,2023,5,CO,0.03480586654744969,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_CO,2.3004300594329834,-0.3316314220428467,616.1978759765625,302.66570267626037,0.0868259162406062,2.3242112336078664,171.7967210140532,AOI_GAUL,29.51570267626039,86.8259162406062,0.14268557747569913,-0.9897680667613127
1529000423,72.92074318840542,19.066742250183097,2023,5,CO,0.03583267531684654,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_CO,2.3004300594329834,-0.3316314220428467,616.1978759765625,302.8969169739754,0.08919061876336087,2.3242112336078664,171.7967210140532,AOI_GAUL,29.74691697397543,89.19061876336087,0.14268557747569913,-0.9897680667613127
1529000424,72.92074318840197,19.111658014521947,2023,5,CO,0.03398110680205165,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_CO,2.3004300594329834,-0.3316314220428467,616.1978759765625,302.8969169739754,0.08919061876336087,2.3242112336078664,171.7967210140532,AOI_GAUL,29.74691697397543,89.19061876336087,0.14268557747569913,-0.9897680667613127
1529000425,72.92074318840268,19.15657377885583,2023,5,CO,0.03538326705348717,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_CO,1.9803982973098755,-0.07115840166807175,678.8175659179688,302.93301828445925,0.09495040557781209,1.9816762939783603,177.9421700830637,AOI_GAUL,29.783018284459274,94.95040557781209,0.03590818635934517,-0.9993550931237517
1529000426,72.92074318840429,19.201489543197486,2023,5,CO,0.03398717790617169,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_CO,1.9803982973098755,-0.07115840166807175,678.8175659179688,302.93301828445925,0.09495040557781209,1.9816762939783603,177.9421700830637,AOI_GAUL,29.783018284459274,94.95040557781209,0.03590818635934517,-0.9993550931237517
1530000425,72.96565895260147,19.156573778855915,2023,5,CO,0.03643985386303014,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_CO,1.9803982973098755,-0.07115840166807175,678.8175659179688,303.5180894790157,0.08585323642441978,1.9816762939783603,177.9421700830637,AOI_GAUL,30.368089479015737,85.85323642441978,0.03590818635934517,-0.9993550931237517
1526000425,72.78599589578403,19.15657377885852,2023,6,NO2,1.710781160869688e-05,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_NO2,3.1145200729370117,3.3080029487609863,731.33154296875,301.80462832980686,4.679285077961701,4.54346990677158,-133.27444754482613,AOI_GAUL,28.654628329806883,4679.285077961701,-0.7280785427522573,-0.6854937166624866
1526000426,72.78599589578512,19.20148954319525,2023,6,NO2,1.8591044352120204e-05,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_NO2,3.1145200729370117,3.3080029487609863,731.33154296875,301.80462832980686,4.679285077961701,4.54346990677158,-133.27444754482613,AOI_GAUL,28.654628329806883,4679.285077961701,-0.7280785427522573,-0.6854937166624866
1526000427,72.78599589578835,19.24640530752286,2023,6,NO2,1.716223500876822e-05,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_NO2,3.1145200729370117,3.3080029487609863,731.33154296875,301.80462832980686,4.679285077961701,4.54346990677158,-133.27444754482613,AOI_GAUL,28.654628329806883,4679.285077961701,-0.7280785427522573,-0.6854937166624866
1527000425,72.8309116599901,19.156573778862587,2023,6,NO2,2.0803837972643654e-05,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_NO2,3.1145200729370117,3.3080029487609863,731.33154296875,301.80462832980686,4.679285077961701,4.54346990677158,-133.27444754482613,AOI_GAUL,28.654628329806883,4679.285077961701,-0.7280785427522573,-0.6854937166624866
1527000426,72.83091165999276,19.201489543194544,2023,6,NO2,2.0731473843093728e-05,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_NO2,3.1145200729370117,3.3080029487609863,731.33154296875,301.80462832980686,4.679285077961701,4.54346990677158,-133.27444754482613,AOI_GAUL,28.654628329806883,4679.285077961701,-0.7280785427522573,-0.6854937166624866
1528000422,72.87582742419568,19.021826485826022,2023,6,NO2,3.1773716374152614e-05,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_NO2,2.7311654090881348,3.13529372215271,730.7160034179688,301.8903162638346,5.536077887403387,4.158044157530046,-131.05923732607397,AOI_GAUL,28.740316263834643,5536.077887403387,-0.7540308864865763,-0.6568389621697756
1528000423,72.87582742419391,19.066742250185047,2023,6,NO2,2.855936662087057e-05,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_NO2,2.7311654090881348,3.13529372215271,730.7160034179688,301.9599126180013,5.004294124084133,4.158044157530046,-131.05923732607397,AOI_GAUL,28.809912618001306,5004.294124084133,-0.7540308864865763,-0.6568389621697756
1528000424,72.87582742419923,19.111658014518344,2023,6,NO2,3.0195312015591466e-05,mol m^-2,1.0,COPERNICUS/S5P/OFFL/L3_NO2,2.7311654090881348,3.13529372215271,730.7160034179688,301.9599126180013,5.004294124084133,4.158044157530046,-131.05923732607397,AOI_GAUL,28.809912618001306,5004.294124084133,-0.7540308864865763,-0.6568389621697756
